COD_STAZ,ID_PARAM,DATA_FINE,VALORE,VALIDAZIONE
5000065,38,01/01/2022 01:00,20,S
5000065,38,01/01/2022 02:00,16,S
5000065,38,01/01/2022 03:00,13,S
5000065,38,01/01/2022 04:00,16,S
5000065,38,01/01/2022 05:00,22,S
5000065,38,01/01/2022 06:00,21,S
5000065,38,01/01/2022 07:00,21,S
5000065,38,01/01/2022 08:00,24,S
5000065,38,01/01/2022 09:00,28,S
5000065,38,01/01/2022 10:00,36,S
5000065,38,01/01/2022 11:00,33,S
5000065,38,01/01/2022 12:00,21,S
5000065,38,01/01/2022 13:00,33,S
5000065,38,01/01/2022 14:00,27,S
5000065,38,01/01/2022 15:00,21,S
5000065,38,01/01/2022 16:00,17,S
5000065,38,01/01/2022 17:00,11,S
5000065,38,01/01/2022 18:00,6,S
5000065,38,01/01/2022 19:00,4,S
5000065,38,01/01/2022 20:00,3,S
5000065,38,01/01/2022 21:00,2,S
5000065,38,01/01/2022 22:00,8,S
5000065,38,01/01/2022 23:00,14,S
5000065,38,02/01/2022 00:00,16,S
5000065,38,02/01/2022 01:00,19,S
5000065,38,02/01/2022 02:00,21,S
5000065,38,02/01/2022 03:00,13,S
5000065,38,02/01/2022 04:00,15,S
5000065,38,02/01/2022 05:00,10,S
5000065,38,02/01/2022 06:00,10,S
5000065,38,02/01/2022 07:00,10,S
5000065,38,02/01/2022 08:00,8,S
5000065,38,02/01/2022 09:00,10,S
5000065,38,02/01/2022 10:00,11,S
5000065,38,02/01/2022 11:00,12,S
5000065,38,02/01/2022 12:00,11,S
5000065,38,02/01/2022 13:00,9,S
5000065,38,02/01/2022 14:00,8,S
5000065,38,02/01/2022 15:00,9,S
5000065,38,02/01/2022 16:00,6,S
5000065,38,02/01/2022 17:00,7,S
5000065,38,02/01/2022 18:00,5,S
5000065,38,02/01/2022 19:00,8,S
5000065,38,02/01/2022 20:00,14,S
5000065,38,02/01/2022 21:00,22,S
5000065,38,02/01/2022 22:00,30,S
5000065,38,02/01/2022 23:00,33,S
5000065,38,03/01/2022 00:00,36,S
5000065,38,03/01/2022 01:00,19,S
5000065,38,03/01/2022 02:00,42,S
5000065,38,03/01/2022 03:00,32,S
5000065,38,03/01/2022 04:00,21,S
5000065,38,03/01/2022 05:00,16,S
5000065,38,03/01/2022 06:00,7,S
5000065,38,03/01/2022 07:00,12,S
5000065,38,03/01/2022 08:00,15,S
5000065,38,03/01/2022 09:00,15,S
5000065,38,03/01/2022 10:00,17,S
5000065,38,03/01/2022 11:00,21,S
5000065,38,03/01/2022 12:00,26,S
5000065,38,03/01/2022 13:00,20,S
5000065,38,03/01/2022 14:00,18,S
5000065,38,03/01/2022 15:00,14,S
5000065,38,03/01/2022 16:00,18,S
5000065,38,03/01/2022 17:00,15,S
5000065,38,03/01/2022 18:00,17,S
5000065,38,03/01/2022 19:00,30,S
5000065,38,03/01/2022 20:00,22,S
5000065,38,03/01/2022 21:00,14,S
5000065,38,03/01/2022 22:00,20,S
5000065,38,03/01/2022 23:00,16,S
5000065,38,04/01/2022 00:00,13,S
5000065,38,04/01/2022 01:00,14,S
5000065,38,04/01/2022 02:00,15,S
5000065,38,04/01/2022 03:00,14,S
5000065,38,04/01/2022 04:00,15,S
5000065,38,04/01/2022 05:00,16,S
5000065,38,04/01/2022 06:00,20,S
5000065,38,04/01/2022 07:00,20,S
5000065,38,04/01/2022 08:00,29,S
5000065,38,04/01/2022 09:00,30,S
5000065,38,04/01/2022 10:00,28,S
5000065,38,04/01/2022 11:00,26,S
5000065,38,04/01/2022 12:00,25,S
5000065,38,04/01/2022 13:00,20,S
5000065,38,04/01/2022 14:00,19,S
5000065,38,04/01/2022 15:00,26,S
5000065,38,04/01/2022 16:00,17,S
5000065,38,04/01/2022 17:00,17,S
5000065,38,04/01/2022 18:00,23,S
5000065,38,04/01/2022 19:00,47,S
5000065,38,04/01/2022 20:00,51,S
5000065,38,04/01/2022 21:00,47,S
5000065,38,04/01/2022 22:00,49,S
5000065,38,04/01/2022 23:00,43,S
5000065,38,05/01/2022 00:00,45,S
5000065,38,05/01/2022 01:00,33,S
5000065,38,05/01/2022 02:00,11,S
5000065,38,05/01/2022 03:00,5,S
5000065,38,05/01/2022 04:00,8,S
5000065,38,05/01/2022 05:00,7,S
5000065,38,05/01/2022 06:00,8,S
5000065,38,05/01/2022 07:00,15,S
5000065,38,05/01/2022 08:00,14,S
5000065,38,05/01/2022 09:00,16,S
5000065,38,05/01/2022 10:00,14,S
5000065,38,05/01/2022 11:00,18,S
5000065,38,05/01/2022 12:00,34,S
5000065,38,05/01/2022 13:00,32,S
5000065,38,05/01/2022 14:00,34,S
5000065,38,05/01/2022 15:00,33,S
5000065,38,05/01/2022 16:00,32,S
5000065,38,05/01/2022 17:00,36,S
5000065,38,05/01/2022 18:00,52,S
5000065,38,05/01/2022 19:00,50,S
5000065,38,05/01/2022 20:00,45,S
5000065,38,05/01/2022 21:00,40,S
5000065,38,05/01/2022 22:00,37,S
5000065,38,05/01/2022 23:00,29,S
5000065,38,06/01/2022 00:00,22,S
5000065,38,06/01/2022 01:00,12,S
5000065,38,06/01/2022 02:00,5,S
5000065,38,06/01/2022 03:00,0,S
5000065,38,06/01/2022 04:00,0,S
5000065,38,06/01/2022 05:00,0,S
5000065,38,06/01/2022 06:00,0,S
5000065,38,06/01/2022 07:00,0,S
5000065,38,06/01/2022 08:00,0,S
5000065,38,06/01/2022 09:00,0,S
5000065,38,06/01/2022 10:00,1,S
5000065,38,06/01/2022 11:00,2,S
5000065,38,06/01/2022 12:00,2,S
5000065,38,06/01/2022 13:00,1,S
5000065,38,06/01/2022 14:00,1,S
5000065,38,06/01/2022 15:00,1,S
5000065,38,06/01/2022 16:00,0,S
5000065,38,06/01/2022 17:00,0,S
5000065,38,06/01/2022 18:00,0,S
5000065,38,06/01/2022 19:00,18,S
5000065,38,06/01/2022 20:00,39,S
5000065,38,06/01/2022 21:00,46,S
5000065,38,06/01/2022 22:00,10,S
5000065,38,06/01/2022 23:00,6,S
5000065,38,07/01/2022 00:00,8,S
5000065,38,07/01/2022 01:00,1,S
5000065,38,07/01/2022 02:00,0,S
5000065,38,07/01/2022 03:00,1,S
5000065,38,07/01/2022 04:00,0,S
5000065,38,07/01/2022 05:00,0,S
5000065,38,07/01/2022 06:00,6,S
5000065,38,07/01/2022 07:00,6,S
5000065,38,07/01/2022 08:00,44,S
5000065,38,07/01/2022 09:00,34,S
5000065,38,07/01/2022 10:00,48,S
5000065,38,07/01/2022 11:00,37,S
5000065,38,07/01/2022 12:00,20,S
5000065,38,07/01/2022 13:00,20,S
5000065,38,07/01/2022 14:00,16,S
5000065,38,07/01/2022 15:00,11,S
5000065,38,07/01/2022 16:00,12,S
5000065,38,07/01/2022 17:00,11,S
5000065,38,07/01/2022 18:00,32,S
5000065,38,07/01/2022 19:00,52,S
5000065,38,07/01/2022 20:00,102,S
5000065,38,07/01/2022 21:00,67,S
5000065,38,07/01/2022 22:00,65,S
5000065,38,07/01/2022 23:00,42,S
5000065,38,08/01/2022 00:00,26,S
5000065,38,08/01/2022 01:00,12,S
5000065,38,08/01/2022 02:00,8,S
5000065,38,08/01/2022 03:00,10,S
5000065,38,08/01/2022 04:00,10,S
5000065,38,08/01/2022 05:00,7,S
5000065,38,08/01/2022 06:00,7,S
5000065,38,08/01/2022 07:00,5,S
5000065,38,08/01/2022 08:00,10,S
5000065,38,08/01/2022 09:00,15,S
5000065,38,08/01/2022 10:00,13,S
5000065,38,08/01/2022 11:00,9,S
5000065,38,08/01/2022 12:00,8,S
5000065,38,08/01/2022 13:00,7,S
5000065,38,08/01/2022 14:00,6,S
5000065,38,08/01/2022 15:00,5,S
5000065,38,08/01/2022 16:00,4,S
5000065,38,08/01/2022 17:00,2,S
5000065,38,08/01/2022 18:00,3,S
5000065,38,08/01/2022 19:00,6,S
5000065,38,08/01/2022 20:00,5,S
5000065,38,08/01/2022 21:00,4,S
5000065,38,08/01/2022 22:00,1,S
