COD_STAZ,ID_PARAM,DATA_FINE,VALORE,VALIDAZIONE
3000018,8,01/01/2022 01:00,3.6,S
3000018,8,01/01/2022 02:00,1.1,S
3000018,8,01/01/2022 03:00,.6,S
3000018,8,01/01/2022 04:00,.8,S
3000018,8,01/01/2022 05:00,1.1,S
3000018,8,01/01/2022 06:00,1.1,S
3000018,8,01/01/2022 07:00,1.1,S
3000018,8,01/01/2022 08:00,1.1,S
3000018,8,01/01/2022 09:00,1.9,S
3000018,8,01/01/2022 10:00,4.4,S
3000018,8,01/01/2022 11:00,6.7,S
3000018,8,01/01/2022 12:00,4,S
3000018,8,01/01/2022 13:00,2.5,S
3000018,8,01/01/2022 14:00,3.6,S
3000018,8,01/01/2022 15:00,8,S
3000018,8,01/01/2022 16:00,10.5,S
3000018,8,01/01/2022 17:00,7.3,S
3000018,8,01/01/2022 18:00,6.9,S
3000018,8,01/01/2022 19:00,4,S
3000018,8,01/01/2022 20:00,5.7,S
3000018,8,01/01/2022 21:00,3.4,S
3000018,8,01/01/2022 22:00,3.1,S
3000018,8,01/01/2022 23:00,3.1,S
3000018,8,02/01/2022 00:00,2.5,S
3000018,8,02/01/2022 01:00,1.9,S
3000018,8,02/01/2022 02:00,2.1,S
3000018,8,02/01/2022 03:00,1.9,S
3000018,8,02/01/2022 04:00,1.3,S
3000018,8,02/01/2022 05:00,1,S
3000018,8,02/01/2022 06:00,1.3,S
3000018,8,02/01/2022 07:00,1.1,S
3000018,8,02/01/2022 08:00,1.9,S
3000018,8,02/01/2022 09:00,7.3,S
3000018,8,02/01/2022 10:00,6.1,S
3000018,8,02/01/2022 11:00,3.6,S
3000018,8,02/01/2022 12:00,2.3,S
3000018,8,02/01/2022 13:00,2.5,S
3000018,8,02/01/2022 14:00,1.9,S
3000018,8,02/01/2022 15:00,2.7,S
3000018,8,02/01/2022 16:00,11.1,S
3000018,8,02/01/2022 17:00,14,S
3000018,8,02/01/2022 18:00,11.9,S
3000018,8,02/01/2022 19:00,6.5,S
3000018,8,02/01/2022 20:00,5.4,S
3000018,8,02/01/2022 21:00,4.2,S
3000018,8,02/01/2022 22:00,4.8,S
3000018,8,02/01/2022 23:00,2.9,S
3000018,8,03/01/2022 00:00,2.3,S
3000018,8,03/01/2022 01:00,3.3,S
3000018,8,03/01/2022 02:00,1.7,S
3000018,8,03/01/2022 03:00,1.1,S
3000018,8,03/01/2022 04:00,1.1,S
3000018,8,03/01/2022 05:00,1,S
3000018,8,03/01/2022 06:00,1.1,S
3000018,8,03/01/2022 07:00,1.3,S
3000018,8,03/01/2022 08:00,1.3,S
3000018,8,03/01/2022 09:00,2.3,S
3000018,8,03/01/2022 10:00,5,S
3000018,8,03/01/2022 11:00,2.7,S
3000018,8,03/01/2022 12:00,1.3,S
3000018,8,03/01/2022 13:00,1.3,S
3000018,8,03/01/2022 14:00,1.5,S
3000018,8,03/01/2022 15:00,1.5,S
3000018,8,03/01/2022 16:00,3.6,S
3000018,8,03/01/2022 17:00,5,S
3000018,8,03/01/2022 18:00,5.5,S
3000018,8,03/01/2022 19:00,4.8,S
3000018,8,03/01/2022 20:00,3.1,S
3000018,8,03/01/2022 21:00,3.6,S
3000018,8,03/01/2022 22:00,4.2,S
3000018,8,03/01/2022 23:00,1.9,S
3000018,8,04/01/2022 00:00,1.3,S
3000018,8,04/01/2022 01:00,1.1,S
3000018,8,04/01/2022 02:00,1.1,S
3000018,8,04/01/2022 03:00,1.1,S
3000018,8,04/01/2022 04:00,1,S
3000018,8,04/01/2022 05:00,1.1,S
3000018,8,04/01/2022 06:00,1,S
3000018,8,04/01/2022 07:00,1,S
3000018,8,04/01/2022 08:00,1,S
3000018,8,04/01/2022 09:00,.6,S
3000018,8,04/01/2022 10:00,.8,S
3000018,8,04/01/2022 11:00,.6,S
3000018,8,04/01/2022 12:00,.6,S
3000018,8,04/01/2022 13:00,.8,S
3000018,8,04/01/2022 14:00,.6,S
3000018,8,04/01/2022 15:00,.6,S
3000018,8,04/01/2022 16:00,1,S
3000018,8,04/01/2022 17:00,1,S
3000018,8,04/01/2022 18:00,.6,S
3000018,8,04/01/2022 19:00,.8,S
3000018,8,04/01/2022 20:00,.6,S
3000018,8,04/01/2022 21:00,.6,S
3000018,8,04/01/2022 22:00,.4,S
3000018,8,04/01/2022 23:00,.6,S
3000018,8,05/01/2022 00:00,.6,S
3000018,8,05/01/2022 01:00,.6,S
3000018,8,05/01/2022 02:00,.8,S
3000018,8,05/01/2022 03:00,.8,S
3000018,8,05/01/2022 04:00,.8,S
3000018,8,05/01/2022 05:00,.6,S
3000018,8,05/01/2022 06:00,.6,S
3000018,8,05/01/2022 07:00,.6,S
3000018,8,05/01/2022 08:00,.4,S
3000018,8,05/01/2022 09:00,1,S
3000018,8,05/01/2022 10:00,1,S
3000018,8,05/01/2022 11:00,.8,S
3000018,8,05/01/2022 12:00,1,S
3000018,8,05/01/2022 13:00,1,S
3000018,8,05/01/2022 14:00,1.1,S
3000018,8,05/01/2022 15:00,5.9,S
3000018,8,05/01/2022 16:00,8.2,S
3000018,8,05/01/2022 17:00,3.6,S
3000018,8,05/01/2022 18:00,2.9,S
3000018,8,05/01/2022 19:00,3.1,S
3000018,8,05/01/2022 20:00,4.2,S
3000018,8,05/01/2022 21:00,3.1,S
3000018,8,05/01/2022 22:00,2.3,S
3000018,8,05/01/2022 23:00,4,S
3000018,8,06/01/2022 00:00,3.6,S
3000018,8,06/01/2022 01:00,3.3,S
3000018,8,06/01/2022 02:00,4.2,S
3000018,8,06/01/2022 03:00,3.1,S
3000018,8,06/01/2022 04:00,1.9,S
3000018,8,06/01/2022 05:00,1,S
3000018,8,06/01/2022 06:00,.8,S
3000018,8,06/01/2022 07:00,.6,S
3000018,8,06/01/2022 08:00,.4,S
3000018,8,06/01/2022 09:00,.4,S
3000018,8,06/01/2022 10:00,.8,S
3000018,8,06/01/2022 11:00,1.1,S
3000018,8,06/01/2022 12:00,1.3,S
3000018,8,06/01/2022 13:00,1.3,S
3000018,8,06/01/2022 14:00,1.1,S
3000018,8,06/01/2022 15:00,1.1,S
3000018,8,06/01/2022 16:00,2.1,S
3000018,8,06/01/2022 17:00,2.3,S
3000018,8,06/01/2022 18:00,2.9,S
3000018,8,06/01/2022 19:00,1.5,S
3000018,8,06/01/2022 20:00,2.5,S
3000018,8,06/01/2022 21:00,2.3,S
3000018,8,06/01/2022 22:00,2.3,S
3000018,8,06/01/2022 23:00,2.9,S
3000018,8,07/01/2022 00:00,5.4,S
3000018,8,07/01/2022 01:00,2.3,S
3000018,8,07/01/2022 02:00,2.1,S
3000018,8,07/01/2022 03:00,2.1,S
3000018,8,07/01/2022 04:00,1.5,S
3000018,8,07/01/2022 05:00,1,S
3000018,8,07/01/2022 06:00,1.1,S
3000018,8,07/01/2022 07:00,2.7,S
3000018,8,07/01/2022 08:00,1.3,S
3000018,8,07/01/2022 09:00,2.1,S
3000018,8,07/01/2022 10:00,2.7,S
3000018,8,07/01/2022 11:00,4.2,S
3000018,8,07/01/2022 12:00,4.8,S
3000018,8,07/01/2022 13:00,2.5,S
3000018,8,07/01/2022 14:00,3.1,S
3000018,8,07/01/2022 15:00,2.3,S
3000018,8,07/01/2022 16:00,3.3,S
3000018,8,07/01/2022 17:00,3.1,S
3000018,8,07/01/2022 18:00,3.3,S
3000018,8,07/01/2022 19:00,3.4,S
3000018,8,07/01/2022 20:00,3.1,S
